0.000000,0.953538
0.057296,0.953546
0.114592,0.953571
0.171887,0.953611
0.229183,0.953664
0.286479,0.953727
0.343775,0.953797
0.401070,0.953870
0.458366,0.953944
0.515662,0.954013
0.572958,0.954075
0.630254,0.954126
0.687549,0.954164
0.744845,0.954186
0.802141,0.954191
0.859437,0.954178
0.916732,0.954146
0.974028,0.954095
1.031324,0.954025
1.088620,0.953938
1.145916,0.953834
1.203211,0.953716
1.260507,0.953584
1.317803,0.953442
1.375099,0.953290
1.432394,0.953131
1.489690,0.952966
1.546986,0.952799
1.604282,0.952631
1.661578,0.952463
1.718873,0.952298
1.776169,0.952138
1.833465,0.951983
1.890761,0.951837
1.948057,0.951701
2.005352,0.951576
2.062648,0.951464
2.119944,0.951366
2.177240,0.951286
2.234535,0.951224
2.291831,0.951182
2.349127,0.951163
2.406423,0.951168
2.463719,0.951199
2.521014,0.951258
2.578310,0.951344
2.635606,0.951456
2.692902,0.951588
2.750197,0.951728
2.807493,0.951847
2.864789,0.951885
2.922085,0.951718
2.979381,0.951074
3.036676,0.949317
3.093972,0.944815
3.151268,0.932756
3.208564,0.895725
3.265859,0.752487
3.323155,0.269691
3.380451,0.432801
3.437747,0.703666
3.495043,0.801477
3.552338,0.843628
3.609634,0.865092
3.666930,0.877043
3.724226,0.883745
3.781521,0.886960
3.838817,0.887245
3.896113,0.884206
3.953409,0.875873
4.010705,0.855470
4.068000,0.790710
4.125296,0.348225
4.182592,0.881145
4.239888,0.948193
4.297183,0.947442
4.354479,0.943969
4.411775,0.941012
4.469071,0.938623
4.526367,0.936598
4.583662,0.934755
4.640958,0.932927
4.698254,0.930937
4.755550,0.928541
4.812845,0.925312
4.870141,0.920345
4.927437,0.911184
4.984733,0.888391
5.042029,0.776984
5.099324,0.545250
5.156620,0.932776
5.213916,0.945807
5.271212,0.946188
5.328507,0.945327
5.385803,0.944458
5.443099,0.943764
5.500395,0.943257
5.557691,0.942924
5.614986,0.942752
5.672282,0.942733
5.729578,0.942861
5.786874,0.943131
5.844170,0.943515
5.901465,0.943940
5.958761,0.944184
6.016057,0.943624
6.073353,0.940417
6.130648,0.928653
6.187944,0.887266
6.245240,0.739229
6.302536,0.360418
6.359832,0.141126
6.417127,0.170523
6.474423,0.143893
6.531719,0.259851
6.589015,0.694253
6.646310,0.885382
6.703606,0.930663
6.760902,0.940306
6.818198,0.941313
6.875494,0.940187
6.932789,0.938656
6.990085,0.937197
7.047381,0.935928
7.104677,0.934857
7.161972,0.933964
7.219268,0.933225
7.276564,0.932615
7.333860,0.932109
7.391156,0.931624
7.448451,0.932068
7.505747,0.931548
7.563043,0.931475
7.620339,0.931565
7.677634,0.931822
7.734930,0.932273
7.792226,0.932955
7.849522,0.933909
7.906818,0.935133
7.964113,0.936437
8.021409,0.936843
8.078705,0.931915
8.136001,0.899781
