8.193296,0.726037
8.250592,0.235276
8.307888,0.103986
8.365184,0.099934
8.422480,0.321934
8.479775,0.772593
8.537071,0.904959
8.594367,0.930385
8.651663,0.934307
8.708958,0.933686
8.766254,0.932238
8.823550,0.930865
8.880846,0.929791
8.938142,0.929082
8.995437,0.928801
9.052733,0.929113
9.110029,0.930470
9.167325,0.931373
9.224621,0.868174
9.281916,0.912610
9.339212,0.918095
9.396508,0.920582
9.453804,0.922514
9.511099,0.924552
9.568395,0.926964
9.625691,0.929497
9.682987,0.929112
9.740283,0.902762
9.797578,0.657639
9.854874,0.076390
9.912170,0.147634
9.969466,0.070218
10.026761,0.530106
10.084057,0.869376
10.141353,0.921126
10.198649,0.927637
10.255945,0.926936
10.313240,0.925244
10.370536,0.923769
10.427832,0.922764
10.485128,0.922325
10.542423,0.922643
10.599719,0.924244
10.657015,0.920918
10.714311,0.874598
10.771607,0.905845
10.828902,0.911305
10.886198,0.914276
10.943494,0.916992
11.000790,0.920099
11.058085,0.923249
11.115381,0.920531
11.172677,0.855034
11.229973,0.315663
11.287269,0.074632
11.344564,0.055410
11.401860,0.431577
11.459156,0.857828
11.516452,0.916078
11.573747,0.921416
11.631043,0.919825
11.688339,0.917689
11.745635,0.916039
11.802931,0.915055
11.860226,0.914919
11.917522,0.916398
11.974818,0.901594
12.032114,0.897977
12.089409,0.905807
12.146705,0.908511
12.204001,0.910815
12.261297,0.913537
12.318593,0.916619
12.375888,0.916497
12.433184,0.880319
12.490480,0.528677
12.547776,0.034907
12.605071,0.040542
12.662367,0.576965
12.719663,0.882038
12.776959,0.914328
12.834255,0.914382
12.891550,0.911242
12.948846,0.908436
13.006142,0.906265
13.063438,0.904505
13.120734,0.902146
13.178029,0.908904
13.235325,0.905360
13.292621,0.905301
13.349917,0.906133
13.407212,0.907777
13.464508,0.910155
13.521804,0.911675
13.579100,0.897955
13.636396,0.724186
13.693691,0.055779
13.750987,0.027774
13.808283,0.356204
13.865579,0.869017
13.922874,0.909422
13.980170,0.906024
14.037466,0.900392
14.094762,0.895073
14.152058,0.887861
14.209353,0.856608
14.266649,0.903155
14.323945,0.905020
14.381241,0.902730
14.438536,0.902302
14.495832,0.903148
14.553128,0.904965
14.610424,0.905757
14.667720,0.883456
14.725015,0.456898
14.782311,0.261021
14.839607,0.442112
14.896903,0.011162
14.954198,0.889028
15.011494,0.898113
15.068790,0.884527
15.126086,0.870632
15.183382,0.839349
15.240677,0.255674
15.297973,0.898040
15.355269,0.900982
15.412565,0.898556
15.469860,0.897616
15.527156,0.898127
15.584452,0.899839
15.641748,0.898510
15.699044,0.741178
15.756339,0.581899
15.813635,0.791271
15.870931,0.827262
15.928227,0.847256
15.985522,0.763798
16.042818,0.801999
16.100114,0.771687
16.157410,0.584217
16.214706,0.632128
16.272001,0.893131
16.329297,0.895865
16.386593,0.893207
16.443889,0.891782
16.501184,0.892077
16.558480,0.894337
16.615776,0.874763
16.673072,0.769603
16.730368,0.856596
16.787663,0.872706
16.844959,0.884783
16.902255,0.892300
16.959551,0.524106
17.016847,0.152157
17.074142,0.041080
17.131438,0.676715
17.188734,0.884718
17.246030,0.890707
17.303325,0.886816
17.360621,0.883879
17.417917,0.882760
17.475213,0.885188
17.532509,0.849813
17.589804,0.873752
17.647100,0.877889
17.704396,0.882225
17.761692,0.887342
17.818987,0.877941
17.876283,0.592591
17.933579,0.000305
17.990875,0.132638
18.048171,0.834282
18.105466,0.886143
18.162762,0.878675
18.220058,0.870317
18.277354,0.859373
18.334649,0.736677
18.391945,0.883720
18.449241,0.878986
18.506537,0.878174
18.563833,0.879823
18.621128,0.882824
18.678424,0.869325
18.735720,0.242740
18.793016,0.467611
18.850311,0.527943
18.907607,0.649323
18.964903,0.866046
19.022199,0.837339
19.079495,0.793553
19.136790,0.194070
19.194086,0.874585
19.251382,0.877875
19.308678,0.874812
19.365973,0.874302
19.423269,0.876473
19.480565,0.874334
19.537861,0.270491
19.595157,0.801590
19.652452,0.839583
19.709748,0.866175
19.767044,0.645035
19.824340,0.424730
19.881635,0.288388
19.938931,0.614926
19.996227,0.871636
20.053523,0.872695
20.110819,0.868455
20.168114,0.866711
20.225410,0.869030
20.282706,0.088040
20.340002,0.846951
20.397298,0.857170
20.454593,0.865260
20.511889,0.871460
